positionName,positionDetail,all,prototype_id
连接器研发工程师,负责车载高压连接器产品的开发试制，满足客户要求 负责CAE模拟开发，满足客户要求 负责与客户沟通确定产品技术指标、可靠性测试程序 负责零件开模可行性、产品装配可行性分析 负责新产品DFMEA、BOM等 协助处理产品试制及量产前技术问题。， 英语四级及以上，本科学历以上， 以上连接器研发工作经验 熟悉三维、二维绘图软件，熟悉连接器在整机上的应用 熟悉冲压 注塑 塑压 电镀 压铸等工艺 熟悉高压连接器测试要求及行业规范 能快速有效处理连接器问题 良好的团队合作精神和沟通能力 具备连接器有限元及模流分析者优先考虑 熟悉连接器新技术、新工艺应用者优先考虑。,连接器研发工程师，负责车载高压连接器产品的开发试制，满足客户要求 负责CAE模拟开发，满足客户要求 负责与客户沟通确定产品技术指标、可靠性测试程序 负责零件开模可行性、产品装配可行性分析 负责新产品DFMEA、BOM等 协助处理产品试制及量产前技术问题。， 英语四级及以上，本科学历以上， 以上连接器研发工作经验 熟悉三维、二维绘图软件，熟悉连接器在整机上的应用 熟悉冲压 注塑 塑压 电镀 压铸等工艺 熟悉高压连接器测试要求及行业规范 能快速有效处理连接器问题 良好的团队合作精神和沟通能力 具备连接器有限元及模流分析者优先考虑 熟悉连接器新技术、新工艺应用者优先考虑。,31
执行器设计工程师,负责微电机执行器类产品线的技术分析，开发路径规划，方案制定实施，核心问题攻关。 研究智能微电机执行器产品领域的技术市场趋势，推动新材料 新工艺 新技术应用，创新产品的落地，领导公司产品技术革新。 支持竞品对标分析，相关产品的报价，以及客户评审，同时对项目技术进行审核把关 齿轮驱动器设计和选型电机，齿轮，轴承，传感器或伺服驱动器等用于执行器或机电系统的开发。， 五年以上传动系统的设计经验，有空调执行器，汽车后视镜，玻璃升降器，电动尾门执行器门把手及门锁执行器，雨刮执行器设计经验的优先。 熟悉涡轮，蜗杆，丝杆，牙箱等传动系统的设计，仿真，小型塑料齿轮箱设计经验 熟悉汽车执行器低压电机的选型。 熟练使用绘图软件CAD，UG，SOLIDWORKS，KISSSOFT等。 具有齿轮设计经验，尤其是塑料齿轮。 具有齿轮链设计经验，尺寸公差标准GD&T和装配尺寸链分析。 精通塑料结构设计。 熟悉了解各类直流永磁有刷 无刷电机原理，电机和编程知识优先。,执行器设计工程师，负责微电机执行器类产品线的技术分析，开发路径规划，方案制定实施，核心问题攻关。 研究智能微电机执行器产品领域的技术市场趋势，推动新材料 新工艺 新技术应用，创新产品的落地，领导公司产品技术革新。 支持竞品对标分析，相关产品的报价，以及客户评审，同时对项目技术进行审核把关 齿轮驱动器设计和选型电机，齿轮，轴承，传感器或伺服驱动器等用于执行器或机电系统的开发。， 五年以上传动系统的设计经验，有空调执行器，汽车后视镜，玻璃升降器，电动尾门执行器门把手及门锁执行器，雨刮执行器设计经验的优先。 熟悉涡轮，蜗杆，丝杆，牙箱等传动系统的设计，仿真，小型塑料齿轮箱设计经验 熟悉汽车执行器低压电机的选型。 熟练使用绘图软件CAD，UG，SOLIDWORKS，KISSSOFT等。 具有齿轮设计经验，尤其是塑料齿轮。 具有齿轮链设计经验，尺寸公差标准GD&T和装配尺寸链分析。 精通塑料结构设计。 熟悉了解各类直流永磁有刷 无刷电机原理，电机和编程知识优先。,32
集成控制器应用开发,负责集成控制器可行性分析报告，对集成控制器系统进行选型; 负责集成控制器测试及标定工作 负责驱集成控制器技术要求、作业指导书、安全技术规范等文件编制及修订 负责集成控制器公告、CCC参数申报 负责集成控制器价值工程分析、竞品对标分析 负责集成控制器平台化、模块化设计 负责系统标准法规研究及解读分析; 负责集成控制器新技术研究 负责集成控制器安装、调试、试验、市场问题跟踪及整改。， 机械设计制造及其自动化、机械电子工程、机械工程、车辆工程、电气工程及其自动化 以上工作经验，其中 以上整车匹配开发工作经验。,集成控制器应用开发，负责集成控制器可行性分析报告，对集成控制器系统进行选型; 负责集成控制器测试及标定工作 负责驱集成控制器技术要求、作业指导书、安全技术规范等文件编制及修订 负责集成控制器公告、CCC参数申报 负责集成控制器价值工程分析、竞品对标分析 负责集成控制器平台化、模块化设计 负责系统标准法规研究及解读分析; 负责集成控制器新技术研究 负责集成控制器安装、调试、试验、市场问题跟踪及整改。， 机械设计制造及其自动化、机械电子工程、机械工程、车辆工程、电气工程及其自动化 以上工作经验，其中 以上整车匹配开发工作经验。,33
电控结构工程师,参与电机控制器需求分析，负责电机控制器零部件具体设计与校核，输出数模图纸并将相关技术资料文档受控下发 负责与供应商技术交流电机控制器所有零部件的加工制造工艺，并跟进确认供应商零件的开模方案，以及技术状态认可 负责跟踪产线样机装配制造、协助产线评审和解决生产过程中出现的质量问题，支持客户产品售后问题解决 支持采购与SQE工作，对设计相关零部件供应商进行审核导入，并确认相关技术要求。， 机械、材料、车辆工程等相关专业，本科及以上学历 以上电控结构开发经验，特别优秀者可放宽限制 熟悉APQP产品开发流程，掌握常用金属材料、塑胶材料的特性及使用范围，精通注塑、压铸、冲压成型工艺以及相关模具的基本构造，熟悉机械加工成型工艺和相关表面处理工艺 熟练使用CAXA、Solidworks、CAD等设计绘图软件，PLM-TeamCenter熟练使用者优先,电控结构工程师，参与电机控制器需求分析，负责电机控制器零部件具体设计与校核，输出数模图纸并将相关技术资料文档受控下发 负责与供应商技术交流电机控制器所有零部件的加工制造工艺，并跟进确认供应商零件的开模方案，以及技术状态认可 负责跟踪产线样机装配制造、协助产线评审和解决生产过程中出现的质量问题，支持客户产品售后问题解决 支持采购与SQE工作，对设计相关零部件供应商进行审核导入，并确认相关技术要求。， 机械、材料、车辆工程等相关专业，本科及以上学历 以上电控结构开发经验，特别优秀者可放宽限制 熟悉APQP产品开发流程，掌握常用金属材料、塑胶材料的特性及使用范围，精通注塑、压铸、冲压成型工艺以及相关模具的基本构造，熟悉机械加工成型工艺和相关表面处理工艺 熟练使用CAXA、Solidworks、CAD等设计绘图软件，PLM-TeamCenter熟练使用者优先,34
控制器结构设计工程师,"负责新电机产品开发中的电机热场仿真，冷却结构设计 负责散热系统中关键器件、组件的设计、实现与优化 负责电机温度场测试，验证 散热新技术研究方向的预研与具体实现。， 本科及以上，电气工程及其自动化，机械工程，车辆工程等。 硕士 以上，本科 以上热设计相关工作经验，熟悉自然散热、强迫风冷、水冷、油冷等不同散热的设计与实现 熟练使用Ansys motorcad，ThermaNET, Star CCM 或Fluent等分析软件，能够独立进行热场分析及冷却结构设计","控制器结构设计工程师，负责新电机产品开发中的电机热场仿真，冷却结构设计 负责散热系统中关键器件、组件的设计、实现与优化 负责电机温度场测试，验证 散热新技术研究方向的预研与具体实现。， 本科及以上，电气工程及其自动化，机械工程，车辆工程等。 硕士 以上，本科 以上热设计相关工作经验，熟悉自然散热、强迫风冷、水冷、油冷等不同散热的设计与实现 熟练使用Ansys motorcad，ThermaNET, Star CCM 或Fluent等分析软件，能够独立进行热场分析及冷却结构设计",35
域控制器嵌入式软件开发,"负责控制器软件AUTOSAR 架构设计并对控制器软件开发方案进行把关 负责控制器软件开发领域的发展规划制定 牵头控制器软件领域的重难点技术问题的解决 负责控制器软件开发流程及体系的建设 负责控制器软件开发团队的专业能力培养。， 学历要求：全日制硕士及以上 专业要求：计算机、电子信息工程等相关专业 工作经验： 及以上汽车电子控制器软件开发工作经验，在国际国内主流汽车企业主导过控制器软件开发，具备较强的控制器软件开发能力及疑难共性问题解决能力。 能力要求： 通C语言编程，熟悉ARM系列，NXP，Infineon，TI，ST等主流处理器底层软件开发 通Autosar CP AP平台开发以及应用开发,具备相关开发经验 悉ISO 具备基于AUTOSAR开展功能安全开发的经验 悉加密安全相关知识，具备信息安全开发经验","域控制器嵌入式软件开发，负责控制器软件AUTOSAR 架构设计并对控制器软件开发方案进行把关 负责控制器软件开发领域的发展规划制定 牵头控制器软件领域的重难点技术问题的解决 负责控制器软件开发流程及体系的建设 负责控制器软件开发团队的专业能力培养。， 学历要求：全日制硕士及以上 专业要求：计算机、电子信息工程等相关专业 工作经验： 及以上汽车电子控制器软件开发工作经验，在国际国内主流汽车企业主导过控制器软件开发，具备较强的控制器软件开发能力及疑难共性问题解决能力。 能力要求： 通C语言编程，熟悉ARM系列，NXP，Infineon，TI，ST等主流处理器底层软件开发 通Autosar CP AP平台开发以及应用开发,具备相关开发经验 悉ISO 具备基于AUTOSAR开展功能安全开发的经验 悉加密安全相关知识，具备信息安全开发经验",36
域控制器软件测试工程师,• 负责SOA及域控制器相关功能的需求分析及测试方案设计 • 负责SOA及域控制器的软件测试用例的撰写与执行 • 负责SOA及域控制器的自动化测试用例的开发及维护 • 负责软件测试报告的整理与输出，问题澄清与推动解决 • 负责相关功能的跨域测试、端到端测试规划及支持，主导问题的分析与定位，有域控制器测试经验，熟悉域控制器测试开发流程及方法 • 有较强的质量意识，能从用户角度考虑软件产品的质量需求 • 熟悉SOME IP、DDS、CAN、Flexray、MQTT、TCP IP等网络通信协议 • 熟悉SOA，能够独立设计接口测试和性能测试的测试方案 • 熟悉Vector、NI、Peak、Spy 测试设备 • 熟悉至少一种自动化测试框架，能基于软件需求设计自动化测试用例及脚本编写、执行,域控制器软件测试工程师，• 负责SOA及域控制器相关功能的需求分析及测试方案设计 • 负责SOA及域控制器的软件测试用例的撰写与执行 • 负责SOA及域控制器的自动化测试用例的开发及维护 • 负责软件测试报告的整理与输出，问题澄清与推动解决 • 负责相关功能的跨域测试、端到端测试规划及支持，主导问题的分析与定位，有域控制器测试经验，熟悉域控制器测试开发流程及方法 • 有较强的质量意识，能从用户角度考虑软件产品的质量需求 • 熟悉SOME IP、DDS、CAN、Flexray、MQTT、TCP IP等网络通信协议 • 熟悉SOA，能够独立设计接口测试和性能测试的测试方案 • 熟悉Vector、NI、Peak、Spy 测试设备 • 熟悉至少一种自动化测试框架，能基于软件需求设计自动化测试用例及脚本编写、执行,37
CFD分析工程师,负责动力总成相关热流场的CAE分析 动力总成相关CFD分析仿真建模，并撰写分析报告 对新开发产品的CFD各项性能做出评价，提出改进和优化方案。， 本科及以上学历，两年以上相关工作经验 车辆工程 机械设计 内燃机 流体力等相关专业 熟练使用CATIA、UG、STAR CCM+等分析软件，熟悉CFD分析流程及相关试验 熟悉前后处理软件Hypermesh或ANSA等 良好的语言表达能力及团队协作能力 外语水平：大学英语 以上。,CFD分析工程师，负责动力总成相关热流场的CAE分析 动力总成相关CFD分析仿真建模，并撰写分析报告 对新开发产品的CFD各项性能做出评价，提出改进和优化方案。， 本科及以上学历，两年以上相关工作经验 车辆工程 机械设计 内燃机 流体力等相关专业 熟练使用CATIA、UG、STAR CCM+等分析软件，熟悉CFD分析流程及相关试验 熟悉前后处理软件Hypermesh或ANSA等 良好的语言表达能力及团队协作能力 外语水平：大学英语 以上。,38
汽车底盘设计工程师,负责新车型底盘技术改进、质量改进和攻关工作（转向、制动、悬架系统零部件、动力、车架、操纵系统等方向均可） 负责新产品底盘局部改进技术设计及整体优化工作 负责图样绘制及技术文件的编制，并对其正确性、完整性、合理性负责，并负责所设计的产品图样和技术文件的修改工作 负责底盘转向、制动、悬架系统零部件的BOM表编制及维护。， 全日制本科及以上学历，机械或车辆专业 以上汽车底盘设计经验，有纯电动汽车底盘设计研发经验者优先录用,汽车底盘设计工程师，负责新车型底盘技术改进、质量改进和攻关工作（转向、制动、悬架系统零部件、动力、车架、操纵系统等方向均可） 负责新产品底盘局部改进技术设计及整体优化工作 负责图样绘制及技术文件的编制，并对其正确性、完整性、合理性负责，并负责所设计的产品图样和技术文件的修改工作 负责底盘转向、制动、悬架系统零部件的BOM表编制及维护。， 全日制本科及以上学历，机械或车辆专业 以上汽车底盘设计经验，有纯电动汽车底盘设计研发经验者优先录用,39
汽车底盘设计工程师,负责整车底盘系统产品的设计建模，参与底盘设计方案制定 负责底盘设计相关技术文件的管理工作 协助底盘开发工程师，对底盘系统设计成本控制与管理 对相关产品设计质量进行监控和审核 负责质量目标和目标成本在底盘系统产品设计中的分解和实施工作。， 本科及以上学历，车辆工程、机械制造、工业设计等相关专业，有扎实的专业知识 以上汽车底盘设计工作经验 熟练运用汽车设计软件（CATIA等）。,汽车底盘设计工程师，负责整车底盘系统产品的设计建模，参与底盘设计方案制定 负责底盘设计相关技术文件的管理工作 协助底盘开发工程师，对底盘系统设计成本控制与管理 对相关产品设计质量进行监控和审核 负责质量目标和目标成本在底盘系统产品设计中的分解和实施工作。， 本科及以上学历，车辆工程、机械制造、工业设计等相关专业，有扎实的专业知识 以上汽车底盘设计工作经验 熟练运用汽车设计软件（CATIA等）。,40
底盘工程师,负责底盘零部件(包含悬架、车架、转向、制动、传动等)产品结构描述、可行性分析、详细结构设计开发及维护 负责底盘相关系统的性能计算、匹配优化、产品法规适应性及技术文件编制 负责所辖零件供应商评价、技术对接、试装评审 解决样件制作、试制试验及生产中与设计相关问题。， 相关工作经验，本科或以上学历，机械及汽车相关专业 熟悉底盘结构设计要求和试验要求 具备较好的沟通能力、协调能力、良好的敬业精神和职业道德操守 能够吃苦耐劳、适应中短期或长期出差 有越野车开发经验优先,底盘工程师，负责底盘零部件(包含悬架、车架、转向、制动、传动等)产品结构描述、可行性分析、详细结构设计开发及维护 负责底盘相关系统的性能计算、匹配优化、产品法规适应性及技术文件编制 负责所辖零件供应商评价、技术对接、试装评审 解决样件制作、试制试验及生产中与设计相关问题。， 相关工作经验，本科或以上学历，机械及汽车相关专业 熟悉底盘结构设计要求和试验要求 具备较好的沟通能力、协调能力、良好的敬业精神和职业道德操守 能够吃苦耐劳、适应中短期或长期出差 有越野车开发经验优先,41
底盘工程师,负责ebooster ABS ESC EPB等电动制动产品的选型，并进行竞品对比和属性目标制定 设计和验证ebooster ABS ESC EPB等电动制动产品，进行整车标定和签发，并解决相关问题 协同项目开发，制定ebooster ABS ESC EPB等电动制动产品的开发计划 提供客户中心的支持，负责零部件全生命周期的问题处理，包括设计、开发、验证和售后 总结零部件质量历史和经验教训，进行知识沉淀和积累。， 大学本科及以上学历，车辆工程以及汽车电子相关专业 应届硕士或者本科具有 以上汽车底盘行业经验 熟练操作的计算机应用软件，英语通过CET- 具备良好的口语能力,底盘工程师，负责ebooster ABS ESC EPB等电动制动产品的选型，并进行竞品对比和属性目标制定 设计和验证ebooster ABS ESC EPB等电动制动产品，进行整车标定和签发，并解决相关问题 协同项目开发，制定ebooster ABS ESC EPB等电动制动产品的开发计划 提供客户中心的支持，负责零部件全生命周期的问题处理，包括设计、开发、验证和售后 总结零部件质量历史和经验教训，进行知识沉淀和积累。， 大学本科及以上学历，车辆工程以及汽车电子相关专业 应届硕士或者本科具有 以上汽车底盘行业经验 熟练操作的计算机应用软件，英语通过CET- 具备良好的口语能力,42
线控底盘软件测试工程师,负责线控底盘软件层的功能和性能测试 负责线控底盘硬件接口调试、通信接口调试 负责线控底盘测试用例编写，执行和组织执行软件集成测试，分析测试结果 ，输出测试报告 负责线控底盘测试自动化及效率提升等（测试脚本开发），测试用例库管理， 全日制本科或以上学历，汽车、机械电子，计算机等相关专业 有智能汽车底盘测试经验优先 熟悉软件测试流程，至少具备一个完整整车项目的开发经历，能够独立进行测试需求分析、编写测试用例、进行测试和分析、编写测试报告等 熟悉CAN总线通信、诊断服务、系统功能安全等基础知识 熟练使用CANoe，CANape等诊断通讯工具，有独立解决问题的能力,线控底盘软件测试工程师，负责线控底盘软件层的功能和性能测试 负责线控底盘硬件接口调试、通信接口调试 负责线控底盘测试用例编写，执行和组织执行软件集成测试，分析测试结果 ，输出测试报告 负责线控底盘测试自动化及效率提升等（测试脚本开发），测试用例库管理， 全日制本科或以上学历，汽车、机械电子，计算机等相关专业 有智能汽车底盘测试经验优先 熟悉软件测试流程，至少具备一个完整整车项目的开发经历，能够独立进行测试需求分析、编写测试用例、进行测试和分析、编写测试报告等 熟悉CAN总线通信、诊断服务、系统功能安全等基础知识 熟练使用CANoe，CANape等诊断通讯工具，有独立解决问题的能力,43
功率半导体应用工程师,参与电机控制器产品中的功率半导体应用相关的技术开发工作，包括电流能力，效率，半导体结温，可靠性评估等相关工作 作为功率半导体技术应用专家，对技术领域相关工作负责，包括技术路线规划及布局、重大技术攻关、关键技术评审等 参与行业相关组织及会议，掌握国内外竞品相关技术动态及发展趋势 参与外界或者学界合作，把控技术， 微电子，电气工程等相关专业硕士及以上学历，至少 的功率半导体开发或者半导体工程应用经验 深刻洞悉国内外功率半导体产业现状及技术发展趋势 熟悉并了解功率器件的基础理论（IGBT，SiC-Mosfet，GaN，Diode） 熟悉功率半导体的可靠性测试过程及方法，并对常见的失效模式进行分析 熟悉功率半导体的全产业链，并对功率半导体封装技术，IGBT或者SiC芯片行业有深刻的认知和理解 熟悉汽车级功率半导体应用需求，有直接参与过电机控制器开发经验优先,功率半导体应用工程师，参与电机控制器产品中的功率半导体应用相关的技术开发工作，包括电流能力，效率，半导体结温，可靠性评估等相关工作 作为功率半导体技术应用专家，对技术领域相关工作负责，包括技术路线规划及布局、重大技术攻关、关键技术评审等 参与行业相关组织及会议，掌握国内外竞品相关技术动态及发展趋势 参与外界或者学界合作，把控技术， 微电子，电气工程等相关专业硕士及以上学历，至少 的功率半导体开发或者半导体工程应用经验 深刻洞悉国内外功率半导体产业现状及技术发展趋势 熟悉并了解功率器件的基础理论（IGBT，SiC-Mosfet，GaN，Diode） 熟悉功率半导体的可靠性测试过程及方法，并对常见的失效模式进行分析 熟悉功率半导体的全产业链，并对功率半导体封装技术，IGBT或者SiC芯片行业有深刻的认知和理解 熟悉汽车级功率半导体应用需求，有直接参与过电机控制器开发经验优先,44
功率半导体测试工程师,负责Si、SiC基功率半导体器件、模块测试工作，包括分析测试需求、编写测试方案、指导测试员实施测试等等 负责功率半导体试验设备如HTRB、HTGB、TC、IOL、PTC的设备选型、规划及操作指导及实操，搭建功率半导体测试应用平台。 负责车规功率半导体的失效机理及分析工作。 参与标准研讨，负责相关标准编写。 收集并分析国内外车规半导体功率器件产品及技术发展趋势，进行新测试技术调研。 参与车规功率半导体全链条测试平台开发。 参与实验室的日常管理维护工作。， 本科及以上学历，功率半导体测试应用经验，有SiC方面经验和测试设备实操经验者优先考虑。 精通AEC-Q AQG MIL-STD等车规功率半导体测试标准。 熟悉功率半导体动静态及可靠性测试方法及原理、应用技术等。 了解功率半导体工艺、器件、封装可靠性和失效机理，从事车规功率半导体功率器件可靠性测试等相关研究 工作者优先。 了解半导体器件物理、半导体工艺制造等相关专业知识优先。,功率半导体测试工程师，负责Si、SiC基功率半导体器件、模块测试工作，包括分析测试需求、编写测试方案、指导测试员实施测试等等 负责功率半导体试验设备如HTRB、HTGB、TC、IOL、PTC的设备选型、规划及操作指导及实操，搭建功率半导体测试应用平台。 负责车规功率半导体的失效机理及分析工作。 参与标准研讨，负责相关标准编写。 收集并分析国内外车规半导体功率器件产品及技术发展趋势，进行新测试技术调研。 参与车规功率半导体全链条测试平台开发。 参与实验室的日常管理维护工作。， 本科及以上学历，功率半导体测试应用经验，有SiC方面经验和测试设备实操经验者优先考虑。 精通AEC-Q AQG MIL-STD等车规功率半导体测试标准。 熟悉功率半导体动静态及可靠性测试方法及原理、应用技术等。 了解功率半导体工艺、器件、封装可靠性和失效机理，从事车规功率半导体功率器件可靠性测试等相关研究 工作者优先。 了解半导体器件物理、半导体工艺制造等相关专业知识优先。,45
功率半导体测试工程师,针对产品终端应用需求及行业可靠性标准，对功率器件产品、封装和工艺技术进行可靠性、寿命评估等。 负责测试过程中的失效分析工作，熟悉SAT、X-Ray、SEM、开封、EMMI等失效分析原理。 负责功率半导体方向实验室建设规划，设备选型以及设备维护，负责功率半导体器件测试相关工作，包括编写测试方案、指导测试员实施测试，报告编写。 负责试验流程制定和设备操作指导书的编写、修订。 参与行业标准研讨，负责相关标准编写。， 从事半导体功率器件设计公司、研究所等工作不低于 ，有可靠性工程师相关经验。 精通功率器件、模块封装设计，对MOSFET、IGBT、二三极管、宽禁带半导体、sic器件等具备良好的理论和实践基础。,功率半导体测试工程师，针对产品终端应用需求及行业可靠性标准，对功率器件产品、封装和工艺技术进行可靠性、寿命评估等。 负责测试过程中的失效分析工作，熟悉SAT、X-Ray、SEM、开封、EMMI等失效分析原理。 负责功率半导体方向实验室建设规划，设备选型以及设备维护，负责功率半导体器件测试相关工作，包括编写测试方案、指导测试员实施测试，报告编写。 负责试验流程制定和设备操作指导书的编写、修订。 参与行业标准研讨，负责相关标准编写。， 从事半导体功率器件设计公司、研究所等工作不低于 ，有可靠性工程师相关经验。 精通功率器件、模块封装设计，对MOSFET、IGBT、二三极管、宽禁带半导体、sic器件等具备良好的理论和实践基础。,46
功率半导体模块工程师,负责模块的设计开发及评审工作 负责功率半导体模块子部件材料选型、工艺评审及管控 熟悉功率半导体物理特性，负责模块的失效分析和评估 与合作部门及供应商等沟通、协调、及时调整目标和进度，满足项目要求 负责模块项目的推进、上下游对接 参与模块技术路线的制定以及模块部门流程体系建设等工作 ， 材料 电气 机电 自动化设计类专业本科及以上学历 从事功率半导体模块设计工作不低于 熟悉半导体物理机理及模块设计方法流程 熟悉车规模块开发流程 熟悉功率半导体封装工艺及材料选型 熟悉典型机械材料及机械加工方法，了解典型加工方法的加工精度，熟悉公差配合 熟练使用Autocad ，Pro E或Solidworks等 仿真软件,功率半导体模块工程师，负责模块的设计开发及评审工作 负责功率半导体模块子部件材料选型、工艺评审及管控 熟悉功率半导体物理特性，负责模块的失效分析和评估 与合作部门及供应商等沟通、协调、及时调整目标和进度，满足项目要求 负责模块项目的推进、上下游对接 参与模块技术路线的制定以及模块部门流程体系建设等工作 ， 材料 电气 机电 自动化设计类专业本科及以上学历 从事功率半导体模块设计工作不低于 熟悉半导体物理机理及模块设计方法流程 熟悉车规模块开发流程 熟悉功率半导体封装工艺及材料选型 熟悉典型机械材料及机械加工方法，了解典型加工方法的加工精度，熟悉公差配合 熟练使用Autocad ，Pro E或Solidworks等 仿真软件,47
功率半导体封装,负责功率半导体模块封装设计、仿真、测试、工艺等 负责功率半导体模块封测的研发体系和验证体系搭建 负责功率半导体模块封装未来发展趋势、技术路线制定，并落地到产品设计、验证及制造 负责功率半导体模块封测质量问题攻关， 熟悉电机控制器电力电子架构以及电机系统基本的控制原理 熟悉功率半导体SiC\IGBT封装设计、仿真、工艺、测试方案 具备车用功率半导体SiC\IGBT正向设计开发能力 具备车用功率半导体SiC\IGBT模块电热、流场、振动、磁场等仿真能力，同时具备评价和优化手段,功率半导体封装，负责功率半导体模块封装设计、仿真、测试、工艺等 负责功率半导体模块封测的研发体系和验证体系搭建 负责功率半导体模块封装未来发展趋势、技术路线制定，并落地到产品设计、验证及制造 负责功率半导体模块封测质量问题攻关， 熟悉电机控制器电力电子架构以及电机系统基本的控制原理 熟悉功率半导体SiC\IGBT封装设计、仿真、工艺、测试方案 具备车用功率半导体SiC\IGBT正向设计开发能力 具备车用功率半导体SiC\IGBT模块电热、流场、振动、磁场等仿真能力，同时具备评价和优化手段,48
AUTOSAR软件开发工程师,整理分析项目需求，参与Classic Adaptive AUTOSAR软件整体方案设计与概要设计编写 根据项目子系统功能需求及概要设计，识别并条目化编制软件需求 独立完成Classic Adaptive AUTOSAR子系统功能详细设计与开发 与应用软件开发人员沟通讨论，确定基于RTE的上下层软件交互接口设计 协助软件单元模块策略评审和代码规范检查，并完成问题整改。， 精通C语言，熟悉汇编语言，了解makefile脚本编制 熟悉Classic Adaptive AUTOSAR至少其一的软件开发整体流程及标准软件架构内容 具备嵌入式系统开发经验，熟悉MCU SoC集成开发环境(Linux)、总线工具(CANoe Vspy)和仿真调试工具(劳特巴赫 Isystem)的使用 熟悉Classic Adaptive AUTOSAR标准架构下功能模块的原理设计，熟悉CAN LIN ETH其中至少一种车载网络通讯 熟练掌握至少一种Classic Adaptive AUTOSAR软件开发工具的使用，精通至少 Classic Adaptive AUTOSAR子模块的软件开发工作，如EB Vector ETAS Mentor等。,AUTOSAR软件开发工程师，整理分析项目需求，参与Classic Adaptive AUTOSAR软件整体方案设计与概要设计编写 根据项目子系统功能需求及概要设计，识别并条目化编制软件需求 独立完成Classic Adaptive AUTOSAR子系统功能详细设计与开发 与应用软件开发人员沟通讨论，确定基于RTE的上下层软件交互接口设计 协助软件单元模块策略评审和代码规范检查，并完成问题整改。， 精通C语言，熟悉汇编语言，了解makefile脚本编制 熟悉Classic Adaptive AUTOSAR至少其一的软件开发整体流程及标准软件架构内容 具备嵌入式系统开发经验，熟悉MCU SoC集成开发环境(Linux)、总线工具(CANoe Vspy)和仿真调试工具(劳特巴赫 Isystem)的使用 熟悉Classic Adaptive AUTOSAR标准架构下功能模块的原理设计，熟悉CAN LIN ETH其中至少一种车载网络通讯 熟练掌握至少一种Classic Adaptive AUTOSAR软件开发工具的使用，精通至少 Classic Adaptive AUTOSAR子模块的软件开发工作，如EB Vector ETAS Mentor等。,49
功能安全软件工程师,负责功能安全软件安全需求（根据技术需求及功能安全需求分解并制定软件需求）、架构设计、软件开发、安全分析FMEA FTA DFA 负责安全审核和评估产品软件开发过程和工作成果符合ISO 准要求 支持功能安全系统、软硬件开发，制定功能安全验证及测试标准，与开发团队设计、测试和验证各种安全机制 ， 本科以上学历，电子、计算机技术、自动化相关专业， 以上汽车功能安全软件开发经验，精通嵌入式软件开发和软件架构设计 熟悉ISO 路车辆功能安全标准 熟悉ASPICE体系，拥有ASPICE实施经验 精通软件架构设计者优先 精通C C++安全编程，熟悉MISRA编程规范，熟悉Linux环境编程 熟悉AUTOSAR(包括Classic AUTOSAR和Adaptive AUTOSAR)规范和架构，具有 以上AUTOSAR软件设计和开发经验,功能安全软件工程师，负责功能安全软件安全需求（根据技术需求及功能安全需求分解并制定软件需求）、架构设计、软件开发、安全分析FMEA FTA DFA 负责安全审核和评估产品软件开发过程和工作成果符合ISO 准要求 支持功能安全系统、软硬件开发，制定功能安全验证及测试标准，与开发团队设计、测试和验证各种安全机制 ， 本科以上学历，电子、计算机技术、自动化相关专业， 以上汽车功能安全软件开发经验，精通嵌入式软件开发和软件架构设计 熟悉ISO 路车辆功能安全标准 熟悉ASPICE体系，拥有ASPICE实施经验 精通软件架构设计者优先 精通C C++安全编程，熟悉MISRA编程规范，熟悉Linux环境编程 熟悉AUTOSAR(包括Classic AUTOSAR和Adaptive AUTOSAR)规范和架构，具有 以上AUTOSAR软件设计和开发经验,50
Linux中间件开发,负责以太网网关中间件模块的设计、开发、测试以及维护 负责功能需求的评审 负责功能模块的优化、重构 负责分析、解决测试过程中出现的问题 负责评审确认供应商架构方案，评审确认供应商软件代码交付 负责复杂技术问题解决 组织软件开发团队及供应商共同完成软件开发交付，推动技术问题解决。， 公办全日制大学本科（含）以上学历，计算机、软件工程、电子工程、人工智能、模式识别、汽车电子等相关专业，通过大学英语四级或具备以上水平 熟悉C C++编程、数据结构以及面向对象思想， 以上相关开发经验 熟悉QNX Linux等Posix OS环境下的多线程开发，熟悉单元测试，有一定的设计以及调试能力 熟悉敏捷开发流程以及相应工具 熟悉UML设计，能以文档形式给出模块设计 熟悉版本管理工具以及软件开发流程,Linux中间件开发，负责以太网网关中间件模块的设计、开发、测试以及维护 负责功能需求的评审 负责功能模块的优化、重构 负责分析、解决测试过程中出现的问题 负责评审确认供应商架构方案，评审确认供应商软件代码交付 负责复杂技术问题解决 组织软件开发团队及供应商共同完成软件开发交付，推动技术问题解决。， 公办全日制大学本科（含）以上学历，计算机、软件工程、电子工程、人工智能、模式识别、汽车电子等相关专业，通过大学英语四级或具备以上水平 熟悉C C++编程、数据结构以及面向对象思想， 以上相关开发经验 熟悉QNX Linux等Posix OS环境下的多线程开发，熟悉单元测试，有一定的设计以及调试能力 熟悉敏捷开发流程以及相应工具 熟悉UML设计，能以文档形式给出模块设计 熟悉版本管理工具以及软件开发流程,51
