positionName,positionDetail,all,prototype_id
飞控软件工程师,岗位职责：1、负责按照规范完成软件需求分析、概要设计、详细设计、编码以及测试等相关工作。2、负责飞控软件设计，并参与半实物仿真、系统联调联试和飞行试验。3、负责与硬件设计人员协作完成硬件产品开发。4、负责嵌入式软件相关的测试上位机软件开发设计。5、负责软件设计文档编制。6、完成领导安排的其他工作。任职条件:1、软件工程、计算机、精密仪器、自动化、电子信息、通讯工程及相关专业，本科以上学历，具备飞控...,飞控软件工程师。岗位职责：1、负责按照规范完成软件需求分析、概要设计、详细设计、编码以及测试等相关工作。2、负责飞控软件设计，并参与半实物仿真、系统联调联试和飞行试验。3、负责与硬件设计人员协作完成硬件产品开发。4、负责嵌入式软件相关的测试上位机软件开发设计。5、负责软件设计文档编制。6、完成领导安排的其他工作。任职条件:1、软件工程、计算机、精密仪器、自动化、电子信息、通讯工程及相关专业，本科以上学历，具备飞控...,42
产品经理,岗位职责： 1、负责智农产品线的规划.设计和推广工作，打造智慧农业完整产品生态。（产品方向：数据采集.智能灌溉.有机肥.无人机喷洒.溯源.数字农业方向） 2、根据公司业务发展和政企需求，参与商务及需求沟通过程，提供完整解决方案；主导分析客户方案和项目优先级，推进政府.企业客户的方案落地。3.牵头并协同硬件.软件.商务.服务.职能后台等团队，持续推进公司在农业领域的项目落地.发展创新。 4.为了掌握市场需求动态，对产品规划提供数据支撑，负责进行市场调研.竞争环境调研.目标客户/用户画像分析，撰写市场调研报告（BRD/MRD） 5.为了实现公司业务目标，负责规划并持续更新产品蓝图，包括产品定位.商业模式.目标用户.功能架构.产品规划等 6.为了保证产品设计与迭代，负责指导.评审产品专员的PRD，负责推进项目 岗位要求： 1.三年以上工作经验，1年以上智慧农业行业工作经验； 2.熟悉智慧农业领域软件及硬件产品，优秀的沟通能力和产品管理能力； 3.具备智能网联服务规划及产品定义/设计.开发管理等相关工作经验； 4.熟悉产品整体实现过程，包括从需求分析到产品发布，深刻理解用户需求，能够从业务的角度考虑和用户的需求。 5.熟练各种基本工具，如Axure.Viio.PPT.思维导图软件等 6.具有一定用户运营经验优先； 7.具有较强的学习能力和创新能力，出色的逻辑分析能力，具备较强的责任心和良好的抗压性，愿意接受挑战； 8.具备智慧农业领域资源者优先； 9.有0-1的项目产品负责经验。 所需技能：&nbsp;智能硬件产品、智慧农业产品、物联网产品、人工智能、大数据、智能硬件、供应链、产品需求文档等,产品经理。岗位职责： 1、负责智农产品线的规划.设计和推广工作，打造智慧农业完整产品生态。（产品方向：数据采集.智能灌溉.有机肥.无人机喷洒.溯源.数字农业方向） 2、根据公司业务发展和政企需求，参与商务及需求沟通过程，提供完整解决方案；主导分析客户方案和项目优先级，推进政府.企业客户的方案落地。3.牵头并协同硬件.软件.商务.服务.职能后台等团队，持续推进公司在农业领域的项目落地.发展创新。 4.为了掌握市场需求动态，对产品规划提供数据支撑，负责进行市场调研.竞争环境调研.目标客户/用户画像分析，撰写市场调研报告（BRD/MRD） 5.为了实现公司业务目标，负责规划并持续更新产品蓝图，包括产品定位.商业模式.目标用户.功能架构.产品规划等 6.为了保证产品设计与迭代，负责指导.评审产品专员的PRD，负责推进项目 岗位要求： 1.三年以上工作经验，1年以上智慧农业行业工作经验； 2.熟悉智慧农业领域软件及硬件产品，优秀的沟通能力和产品管理能力； 3.具备智能网联服务规划及产品定义/设计.开发管理等相关工作经验； 4.熟悉产品整体实现过程，包括从需求分析到产品发布，深刻理解用户需求，能够从业务的角度考虑和用户的需求。 5.熟练各种基本工具，如Axure.Viio.PPT.思维导图软件等 6.具有一定用户运营经验优先； 7.具有较强的学习能力和创新能力，出色的逻辑分析能力，具备较强的责任心和良好的抗压性，愿意接受挑战； 8.具备智慧农业领域资源者优先； 9.有0-1的项目产品负责经验。 所需技能：&nbsp;智能硬件产品、智慧农业产品、物联网产品、人工智能、大数据、智能硬件、供应链、产品需求文档等,43
无人机教员/讲师,一、岗位职责：1.负责按照公司的计划完成培训学校的年度培训任务;2.负责每期学员的理论培训工作、实践培训工作，包含理论考试、口试的培训以及实践考试、地面站教学的培训；二、任职要求：1.具备2年以上相关无人机飞行经验，有1年以上无人机教学培训经验。2.持有(中国民航局)颁发的民用无人驾驶航空器系统教员执照；3.具备良好的职业道德和教育教学能力；4.有C1级驾驶证，可熟练驾驶。三、薪资待遇1.五险一金...,无人机教员/讲师。一、岗位职责：1.负责按照公司的计划完成培训学校的年度培训任务;2.负责每期学员的理论培训工作、实践培训工作，包含理论考试、口试的培训以及实践考试、地面站教学的培训；二、任职要求：1.具备2年以上相关无人机飞行经验，有1年以上无人机教学培训经验。2.持有(中国民航局)颁发的民用无人驾驶航空器系统教员执照；3.具备良好的职业道德和教育教学能力；4.有C1级驾驶证，可熟练驾驶。三、薪资待遇1.五险一金...,44
飞控系统工程师,1、 搭建飞行动力学仿真模型，对算法进行设计、仿真和测试； 2、 搭建SIL和HIL半实物仿真环境，对产品功能和性能测试； 3、 进行控制律算法开发，包括姿态估计、任务管理、位置控制、姿态控制、混控输出等； 4、对研发产品进行调试、测试和维护； 5、飞控及周边产品的方案设计及定义系统间通讯接口和方案； 6、 了解飞控产品发展动态和趋势，编写飞控产品设计需求和技术指标； 7、飞控部门团队管理。 任职资格： 1、本科及以上学历，自动控制、控制工程、导航制导、飞行器设计、飞行力学、飞行仿真等专业，对飞行器、控制理论和组合惯导有深刻理解和应用，具有5年以上飞控开发经验者优先； 2、掌握飞行动力学、空气动力学、飞行器设计、飞行控制、惯性导航等专业基础，熟悉四旋翼、固定翼等飞行器的结构和原理； 3 、具有一定的硬件、嵌入式、电气基础，了解通讯、定位、飞控、挂载等多系统工作原理和交互作用；,飞控系统工程师。1、 搭建飞行动力学仿真模型，对算法进行设计、仿真和测试； 2、 搭建SIL和HIL半实物仿真环境，对产品功能和性能测试； 3、 进行控制律算法开发，包括姿态估计、任务管理、位置控制、姿态控制、混控输出等； 4、对研发产品进行调试、测试和维护； 5、飞控及周边产品的方案设计及定义系统间通讯接口和方案； 6、 了解飞控产品发展动态和趋势，编写飞控产品设计需求和技术指标； 7、飞控部门团队管理。 任职资格： 1、本科及以上学历，自动控制、控制工程、导航制导、飞行器设计、飞行力学、飞行仿真等专业，对飞行器、控制理论和组合惯导有深刻理解和应用，具有5年以上飞控开发经验者优先； 2、掌握飞行动力学、空气动力学、飞行器设计、飞行控制、惯性导航等专业基础，熟悉四旋翼、固定翼等飞行器的结构和原理； 3 、具有一定的硬件、嵌入式、电气基础，了解通讯、定位、飞控、挂载等多系统工作原理和交互作用；,45
新媒体运营,任职要求： 1、市场营销、新闻传播、中文、广告学等相关专业优先； 2、1-3 年新媒体运营或品牌策划相关岗位经验，有 To B 行业（化工建材、科技企业）工作背景者优先； 3、文案创作能力：熟练掌握公众号推文、视频脚本、新闻通稿、产品包装等文体写作，擅长 B 端深度专业内容创作，并能灵活运用 AI 工具提升内容生产效率。 4、活动执行能力：具备中型以上行业展会、学术会议等活动的全流程执行与管理经验。 5、工具运用能力：熟悉视频拍摄与剪辑，了解 PS、剪映/ PR、达芬奇等软件以及专业摄影设备（如全画幅单反/数码、大疆手持云台、无人机）的基础操作，擅长通过 PPT 实现视觉美化与数据可视化。 6、资源整合能力：具备良好的沟通协调能力，擅长跨部门协作与内外部资源对接。 7、项目执行力：结果导向，责任心强，能胜任多任务处理，具备优秀的抗压能力。 8、加分项：持《全媒体运营师》证书，或有独立运营超千粉平台的经验。 职位描述： 一、内容创作与全媒体运营（50%） 1、独立运营公司官网、官微号、视频号、抖音号等品牌社媒矩阵，负责选题策划、内容撰写、编辑与发布，保证内容质量与更新频率，增强品牌专业形象，提升目标用户关注度与互动粘性。 2、策划并撰写企业手册、宣传页、客户案例集、白皮书、产品 PPT 等品销支持物料，确保内容准确并符合品牌市场调性。 3、敏锐捕捉行业政策热点与业务动态，将产品优势转化为多场景传播内容，以及收集项目成功案例，形成可用于宣传的文案与稿件。 二、品牌市场活动执行管理（20%） 1、参与策划并执行公司参加的各类展会、学术研讨会及市场活动。 2、负责活动所需相关物料的策划与制作跟进，包括但不限于展板、易拉宝、三折页等。 3、协调供应商对接、物流、布置、现场执行及后续总结，保障活动顺利进行与效果评估。 三、销售支持与资料管理（20%） 1、与销售团队紧密合作，及时提供所需的产品介绍、方案 PPT、案例集等销售工具包。 2、建立并维护公司品牌宣传资料库(包括图片、视频、案例、文稿等)，确保资料规范统一和易于取用。 四、品牌形象维护与推广（10%） 1、确保所有对外输出的线上线下物料在视觉与文案上符合品牌形象规范。 2、监测网络舆情与品牌相关信息，维护公司在公共领域的形象。,新媒体运营。任职要求： 1、市场营销、新闻传播、中文、广告学等相关专业优先； 2、1-3 年新媒体运营或品牌策划相关岗位经验，有 To B 行业（化工建材、科技企业）工作背景者优先； 3、文案创作能力：熟练掌握公众号推文、视频脚本、新闻通稿、产品包装等文体写作，擅长 B 端深度专业内容创作，并能灵活运用 AI 工具提升内容生产效率。 4、活动执行能力：具备中型以上行业展会、学术会议等活动的全流程执行与管理经验。 5、工具运用能力：熟悉视频拍摄与剪辑，了解 PS、剪映/ PR、达芬奇等软件以及专业摄影设备（如全画幅单反/数码、大疆手持云台、无人机）的基础操作，擅长通过 PPT 实现视觉美化与数据可视化。 6、资源整合能力：具备良好的沟通协调能力，擅长跨部门协作与内外部资源对接。 7、项目执行力：结果导向，责任心强，能胜任多任务处理，具备优秀的抗压能力。 8、加分项：持《全媒体运营师》证书，或有独立运营超千粉平台的经验。 职位描述： 一、内容创作与全媒体运营（50%） 1、独立运营公司官网、官微号、视频号、抖音号等品牌社媒矩阵，负责选题策划、内容撰写、编辑与发布，保证内容质量与更新频率，增强品牌专业形象，提升目标用户关注度与互动粘性。 2、策划并撰写企业手册、宣传页、客户案例集、白皮书、产品 PPT 等品销支持物料，确保内容准确并符合品牌市场调性。 3、敏锐捕捉行业政策热点与业务动态，将产品优势转化为多场景传播内容，以及收集项目成功案例，形成可用于宣传的文案与稿件。 二、品牌市场活动执行管理（20%） 1、参与策划并执行公司参加的各类展会、学术研讨会及市场活动。 2、负责活动所需相关物料的策划与制作跟进，包括但不限于展板、易拉宝、三折页等。 3、协调供应商对接、物流、布置、现场执行及后续总结，保障活动顺利进行与效果评估。 三、销售支持与资料管理（20%） 1、与销售团队紧密合作，及时提供所需的产品介绍、方案 PPT、案例集等销售工具包。 2、建立并维护公司品牌宣传资料库(包括图片、视频、案例、文稿等)，确保资料规范统一和易于取用。 四、品牌形象维护与推广（10%） 1、确保所有对外输出的线上线下物料在视觉与文案上符合品牌形象规范。 2、监测网络舆情与品牌相关信息，维护公司在公共领域的形象。,46
无人机总体设计工程师,职位描述 无人机设计 无人机测试 无人机研发 无人机应用系统 无人机控制系统 无人机飞控系统 多旋翼无人机 固定翼无人机 船舶/航空/航天/火车制造 电气机械/电力设备 专用设备制造 岗位职责： 1、负责无人机总体技术方案的论证、设计、计算等工作。 2、负责无人机设备布置、重量估算、气动性能计算、操稳特性分析等总体相关工作。 3、协调气动、结构、动力、飞控、航电等其他专业完成详细设计及优化。 4、参与无人机科研试飞、鉴定试飞等试飞大纲编制。 5、编写无人机总体设计相关技术文档。 任职要求： 1、统招本科以上学历，飞行器设计专业，具有航空院所类似工作经验者优先。 2、具有扎实的空气动力学、结构、强度、控制、航电等飞行器设计相关的专业知识。 3、熟悉固定翼/直升机/多旋翼等飞行器的系统组成、飞行原理、控制原理。 4、熟练使用飞行器设计相关的计算、建模软件。 5、熟悉飞行器设计方法、流程和要求。 6、具有一定动手能力和工程思维能力，具有良好的沟通协调能力和组织管理能力。 7、具备良好的沟通协调能力与学习能力，拥有正常履行职责的身体条件和心理素质。 8、品行端正，诚实守信，遵纪守法，无违规违纪违法不良记录。,无人机总体设计工程师。职位描述 无人机设计 无人机测试 无人机研发 无人机应用系统 无人机控制系统 无人机飞控系统 多旋翼无人机 固定翼无人机 船舶/航空/航天/火车制造 电气机械/电力设备 专用设备制造 岗位职责： 1、负责无人机总体技术方案的论证、设计、计算等工作。 2、负责无人机设备布置、重量估算、气动性能计算、操稳特性分析等总体相关工作。 3、协调气动、结构、动力、飞控、航电等其他专业完成详细设计及优化。 4、参与无人机科研试飞、鉴定试飞等试飞大纲编制。 5、编写无人机总体设计相关技术文档。 任职要求： 1、统招本科以上学历，飞行器设计专业，具有航空院所类似工作经验者优先。 2、具有扎实的空气动力学、结构、强度、控制、航电等飞行器设计相关的专业知识。 3、熟悉固定翼/直升机/多旋翼等飞行器的系统组成、飞行原理、控制原理。 4、熟练使用飞行器设计相关的计算、建模软件。 5、熟悉飞行器设计方法、流程和要求。 6、具有一定动手能力和工程思维能力，具有良好的沟通协调能力和组织管理能力。 7、具备良好的沟通协调能力与学习能力，拥有正常履行职责的身体条件和心理素质。 8、品行端正，诚实守信，遵纪守法，无违规违纪违法不良记录。,47
机械结构工程师,岗位职责： 1、负责无人机、靶机结构设计和优化； 2、配合其他专业组合理设计和安排无人机、靶机结构； 3、给出无人机、靶机的质量特性； 4、对无人机、靶机关键零部件进行强度校核； 5、相关工装的设计； 6、与外协单位沟通协调技术相关事宜； 7、无人机、靶机相关技术文件的编写。 任职要求： 1、航空工程类相关专业本科以上学历；航空航天行业结构设计从业经历； 2、3年以上无人机、靶机结构设计工作经验； 3、熟悉航空产品开发流程， 熟悉适航规章，参与过某些符合性验证工作； 4、熟练使用航空专业三维制图软件，常用机械设计工具，常用的强度校核软件； 5、熟悉各类金属材料特性，加工工艺，表面处理工艺，以及对应的优化设计。,机械结构工程师。岗位职责： 1、负责无人机、靶机结构设计和优化； 2、配合其他专业组合理设计和安排无人机、靶机结构； 3、给出无人机、靶机的质量特性； 4、对无人机、靶机关键零部件进行强度校核； 5、相关工装的设计； 6、与外协单位沟通协调技术相关事宜； 7、无人机、靶机相关技术文件的编写。 任职要求： 1、航空工程类相关专业本科以上学历；航空航天行业结构设计从业经历； 2、3年以上无人机、靶机结构设计工作经验； 3、熟悉航空产品开发流程， 熟悉适航规章，参与过某些符合性验证工作； 4、熟练使用航空专业三维制图软件，常用机械设计工具，常用的强度校核软件； 5、熟悉各类金属材料特性，加工工艺，表面处理工艺，以及对应的优化设计。,48
嵌入式软件开发工程师,岗位职责： 1.负责产品整机的功能/性能的验证，及嵌入式软件交叉测试； 2.负责产品嵌入式系统平台搭建和软件开发； 3.对接工艺转换，编写嵌入式相关开发文档、技术支持文档、使用说明等； 4.协助硬件工程师完成硬件PCB的调试和测试； 5.支持在线产品嵌入式软件部分的维护工作。 任职要求： 1.本科及以上学历，电子信息工程.计算机科学与技术.自动化等相关专业； 2.专业技能： （1）精通MCU平台的C/C++等编程语言及相应的开发调试工具， 熟悉软件开发流程； （2）熟悉至少一种主流MCU及开发平台，如：STM32/GD32、HC32、ESP32、51单片机等， （3）熟悉数字电子技术，掌握测试仪器及工具的使用及维护方法； （4）具备良好的文档编写能力和习惯，能够编写规范的概要和详细设计文档 ; （5）可以使用C#/QT等编写上位机软件者优先； （6）具有医疗器械行业工作经验优先； （7）接受应届毕业生，有电子竞赛经验优先。 （8）清晰表达，服从管理。,嵌入式软件开发工程师。岗位职责： 1.负责产品整机的功能/性能的验证，及嵌入式软件交叉测试； 2.负责产品嵌入式系统平台搭建和软件开发； 3.对接工艺转换，编写嵌入式相关开发文档、技术支持文档、使用说明等； 4.协助硬件工程师完成硬件PCB的调试和测试； 5.支持在线产品嵌入式软件部分的维护工作。 任职要求： 1.本科及以上学历，电子信息工程.计算机科学与技术.自动化等相关专业； 2.专业技能： （1）精通MCU平台的C/C++等编程语言及相应的开发调试工具， 熟悉软件开发流程； （2）熟悉至少一种主流MCU及开发平台，如：STM32/GD32、HC32、ESP32、51单片机等， （3）熟悉数字电子技术，掌握测试仪器及工具的使用及维护方法； （4）具备良好的文档编写能力和习惯，能够编写规范的概要和详细设计文档 ; （5）可以使用C#/QT等编写上位机软件者优先； （6）具有医疗器械行业工作经验优先； （7）接受应届毕业生，有电子竞赛经验优先。 （8）清晰表达，服从管理。,49
无人机教员/助教,职位描述 飞行学员 无人机飞行员 民航飞行员 飞机驾驶证 多旋翼机型 多旋翼超视距 教员 岗位要求： 1. 持有无人机教员资质证书； 2.具备熟练的无人机操作能力； 3.有无人机教学经验者优先，能清晰开展教学、指导学员实操。 4. 年龄18-40周岁，身体健康，无色盲色弱，能适应户外教学。 5.责任心强，沟通耐心，遵守飞行法规，服从教学安排。 6.学历不限。 福利待遇： 1.双休，节假日正常放； 2.试用期缴纳五险，入职满一年缴纳一金 3.享有餐补 4.发放各类节日相关福利待遇,无人机教员/助教。职位描述 飞行学员 无人机飞行员 民航飞行员 飞机驾驶证 多旋翼机型 多旋翼超视距 教员 岗位要求： 1. 持有无人机教员资质证书； 2.具备熟练的无人机操作能力； 3.有无人机教学经验者优先，能清晰开展教学、指导学员实操。 4. 年龄18-40周岁，身体健康，无色盲色弱，能适应户外教学。 5.责任心强，沟通耐心，遵守飞行法规，服从教学安排。 6.学历不限。 福利待遇： 1.双休，节假日正常放； 2.试用期缴纳五险，入职满一年缴纳一金 3.享有餐补 4.发放各类节日相关福利待遇,50
算法工程师,岗位职责： 1、机器人自动作业系统开发： 基于激光雷达、RTK、陀螺仪、多传感器融合技术，设计高精度定位与导航算法，实现机器人在复杂光伏场站环境下的自主移动与作业。 2、开发光伏面板识别算法（如基于视觉或激光雷达点云），实现面板边缘检测、清洁区域分割及异常状态（积雪、沙尘遮挡等）动态感知。 3、路径规划与运动控制： 设计高效路径规划算法（如A*、Dijkstra、RRT*），支持动态避障、多机协同调度及复杂地形（坡道、不规则排列光伏板）的适应性移动。 4、优化机器人运动控制算法（如PID、MPC），确保清洁机构与底盘协同作业的稳定性和效率。 5、自动充电与停机仓对接： 开发高精度停机仓识别与对接算法，结合视觉定位、RTK差分定位及惯性导航，实现毫米级误差的自动充电与归仓控制。 6、系统优化与测试： 构建算法仿真环境（Gazebo、MATLAB/Simulink），开展多场景（昼夜、不同天气）下的算法鲁棒性验证与性能调优。 任职要求 1、211、985及海外本科或硕士及以上学历，机器人学、自动化、计算机科学、电子信息等相关专业，具备扎实的数学与算法基础（线性代数、概率论、优化理论） 2、精通C++/Python，熟悉ROS/ROS2框架及常用算法库（PCL、OpenCV、Eigen） 3、深入掌握多传感器融合技术（卡尔曼滤波、扩展卡尔曼滤波、粒子滤波）及SLAM算法（LOAM、Cartographer）。 4、熟悉机器人运动学建模、路径规划（全局/局部规划）与控制理论，具备实际项目落地经验。 5、熟悉RTK定位原理、IMU数据补偿及室外场景下的定位误差校正方法。 项目经验： 1、有移动机器人、农业机器人、无人驾驶车辆等室外移动机器人开发经验者优先。 2、具备无人机协同控制、多机系统通信协议（如MAVLink）开发经验者优先。 软性要求： 1、具备复杂工程问题的抽象与解决能力，能针对特殊场景（低光照、高反射、电磁干扰）优化算法。 2、良好的团队协作意识，能够与硬件、嵌入式、电气工程师高效联调。 早8:30-17:30 周末双休 入职缴纳五险一金,算法工程师。岗位职责： 1、机器人自动作业系统开发： 基于激光雷达、RTK、陀螺仪、多传感器融合技术，设计高精度定位与导航算法，实现机器人在复杂光伏场站环境下的自主移动与作业。 2、开发光伏面板识别算法（如基于视觉或激光雷达点云），实现面板边缘检测、清洁区域分割及异常状态（积雪、沙尘遮挡等）动态感知。 3、路径规划与运动控制： 设计高效路径规划算法（如A*、Dijkstra、RRT*），支持动态避障、多机协同调度及复杂地形（坡道、不规则排列光伏板）的适应性移动。 4、优化机器人运动控制算法（如PID、MPC），确保清洁机构与底盘协同作业的稳定性和效率。 5、自动充电与停机仓对接： 开发高精度停机仓识别与对接算法，结合视觉定位、RTK差分定位及惯性导航，实现毫米级误差的自动充电与归仓控制。 6、系统优化与测试： 构建算法仿真环境（Gazebo、MATLAB/Simulink），开展多场景（昼夜、不同天气）下的算法鲁棒性验证与性能调优。 任职要求 1、211、985及海外本科或硕士及以上学历，机器人学、自动化、计算机科学、电子信息等相关专业，具备扎实的数学与算法基础（线性代数、概率论、优化理论） 2、精通C++/Python，熟悉ROS/ROS2框架及常用算法库（PCL、OpenCV、Eigen） 3、深入掌握多传感器融合技术（卡尔曼滤波、扩展卡尔曼滤波、粒子滤波）及SLAM算法（LOAM、Cartographer）。 4、熟悉机器人运动学建模、路径规划（全局/局部规划）与控制理论，具备实际项目落地经验。 5、熟悉RTK定位原理、IMU数据补偿及室外场景下的定位误差校正方法。 项目经验： 1、有移动机器人、农业机器人、无人驾驶车辆等室外移动机器人开发经验者优先。 2、具备无人机协同控制、多机系统通信协议（如MAVLink）开发经验者优先。 软性要求： 1、具备复杂工程问题的抽象与解决能力，能针对特殊场景（低光照、高反射、电磁干扰）优化算法。 2、良好的团队协作意识，能够与硬件、嵌入式、电气工程师高效联调。 早8:30-17:30 周末双休 入职缴纳五险一金,51
汽车零部件质量经理,工作职责1. 主导公司IATF 16949质量管理体系的建立、维护与持续改进，确保体系有效运行并通过外部审核。2. 统筹产品全生命周期质量管控，从原材料入厂检验、过程质量控制到成品出厂检测，建立标准化质量流程。3. 负责供应商质量管控，通过来料检验、现场审核、质量协议签订等方式提升供应商质量水平。4. 组织质量问题分析与改进，运用8D、FMEA等工具解决生产过程中的质量异常，降低不良率。5. 制定...,汽车零部件质量经理。工作职责1. 主导公司IATF 16949质量管理体系的建立、维护与持续改进，确保体系有效运行并通过外部审核。2. 统筹产品全生命周期质量管控，从原材料入厂检验、过程质量控制到成品出厂检测，建立标准化质量流程。3. 负责供应商质量管控，通过来料检验、现场审核、质量协议签订等方式提升供应商质量水平。4. 组织质量问题分析与改进，运用8D、FMEA等工具解决生产过程中的质量异常，降低不良率。5. 制定...,52
抖音直播场控,岗位职责 1、负责直播店铺的产品对接，日常直播产品的链接编辑和上下架； 2、统筹管理主播做好开播前的准备工作，直播预告的提前发布 3、辅助调控主播所需要的监控屏幕及灯光等设备，直播中气氛的活跃与维护，配合主播介绍产品； 4、对直播间互动场景进行有效的引导管控，及时发公告和解答回复粉丝问题，维持直播秩序。 5、直播后台的场控和推流、预告发布，直播后台数据监控，店铺后台数据监控； 6、结合直播现场，分析相关数据，推动产品运营优化，提升商家在直播间经营体验； 任职要求 1、有直播运营相关经验，具备良好的商业敏感度和用户同理心； 2、具备较好的沟通表达能力； 3、抗压能力强，能适当按直播需求调整工作时间； 4、学习能力强，有一定的抖音直播经验。,抖音直播场控。岗位职责 1、负责直播店铺的产品对接，日常直播产品的链接编辑和上下架； 2、统筹管理主播做好开播前的准备工作，直播预告的提前发布 3、辅助调控主播所需要的监控屏幕及灯光等设备，直播中气氛的活跃与维护，配合主播介绍产品； 4、对直播间互动场景进行有效的引导管控，及时发公告和解答回复粉丝问题，维持直播秩序。 5、直播后台的场控和推流、预告发布，直播后台数据监控，店铺后台数据监控； 6、结合直播现场，分析相关数据，推动产品运营优化，提升商家在直播间经营体验； 任职要求 1、有直播运营相关经验，具备良好的商业敏感度和用户同理心； 2、具备较好的沟通表达能力； 3、抗压能力强，能适当按直播需求调整工作时间； 4、学习能力强，有一定的抖音直播经验。,53
销售代表,我们的团队像太阳，欢迎同样有理想有追求的你：如果你不甘平庸；如果你渴望进步与成长，链家欢迎阳光、靠谱、聪明、诚实的你；加入链家，与优秀的人同行，为同一个目标前进. 任职要求： 1、本科及以上学历优先，有行业经验的大专生也不设门槛，热爱房地产工作 2、高度的敬业精神、优秀的服务意识和团队合作能力，高执行力者优先； 3、抗压能力强，能吃苦，亲和力强； 4、拼搏进取诚实守信是你的价值观。 5、高度的工作热情和团队合作意识，有销售、客户服务或学生社团干部经验者优先考虑； 6、市场营销专业、经管类学生优先考虑。 7、沟通能力强，普通话标准；有亲和力，工作积极，乐观开朗 岗位职责： 1、负责客户接待、咨询工作，为客户提供专业的房地产置业咨询服务； 2、了解客户需求，提供合适房源，进行商务谈判； 3、陪同客户看房，促成二手房买卖或租赁业务；并负责业务跟进和房屋过户手续办理等后续服务工作。 4、负责公司房源开发与积累，并与业主建立良好的业务协作关系。 我们为您提供： 1、完善的培训体系： 链家拥有链家专有培训基地、链家学院、专业培训讲师；为所有经纪人开设新人培训、在职经纪人能力提升衔接培训、新任店经理管理培训。 2、公平的晋升机制： 实力说话，有能力**给你好职位！经纪人—店经理-商圈经理-大区总监-总经理 公司介绍 链家是集房源信息搜索、产品研发、大数据处理、服务标准建立为一体的以数据驱动的全价值链房产服务平台。 中国房地产经纪100强企业 中国房地产协会委员单位 蝉联中国地产经纪年度品牌机构奖 中国银行十大中介战略合作伙伴 工商信息 法人代表：左晖注册资金：10000万元成立时间：2011-05-06企业类型：有限责任公司经营状态：正常营业,销售代表。我们的团队像太阳，欢迎同样有理想有追求的你：如果你不甘平庸；如果你渴望进步与成长，链家欢迎阳光、靠谱、聪明、诚实的你；加入链家，与优秀的人同行，为同一个目标前进. 任职要求： 1、本科及以上学历优先，有行业经验的大专生也不设门槛，热爱房地产工作 2、高度的敬业精神、优秀的服务意识和团队合作能力，高执行力者优先； 3、抗压能力强，能吃苦，亲和力强； 4、拼搏进取诚实守信是你的价值观。 5、高度的工作热情和团队合作意识，有销售、客户服务或学生社团干部经验者优先考虑； 6、市场营销专业、经管类学生优先考虑。 7、沟通能力强，普通话标准；有亲和力，工作积极，乐观开朗 岗位职责： 1、负责客户接待、咨询工作，为客户提供专业的房地产置业咨询服务； 2、了解客户需求，提供合适房源，进行商务谈判； 3、陪同客户看房，促成二手房买卖或租赁业务；并负责业务跟进和房屋过户手续办理等后续服务工作。 4、负责公司房源开发与积累，并与业主建立良好的业务协作关系。 我们为您提供： 1、完善的培训体系： 链家拥有链家专有培训基地、链家学院、专业培训讲师；为所有经纪人开设新人培训、在职经纪人能力提升衔接培训、新任店经理管理培训。 2、公平的晋升机制： 实力说话，有能力**给你好职位！经纪人—店经理-商圈经理-大区总监-总经理 公司介绍 链家是集房源信息搜索、产品研发、大数据处理、服务标准建立为一体的以数据驱动的全价值链房产服务平台。 中国房地产经纪100强企业 中国房地产协会委员单位 蝉联中国地产经纪年度品牌机构奖 中国银行十大中介战略合作伙伴 工商信息 法人代表：左晖注册资金：10000万元成立时间：2011-05-06企业类型：有限责任公司经营状态：正常营业,54
